matrix_index,segment_id,role,contract
2339,2339,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2340,2340,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2341,2341,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2342,2342,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2343,2343,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2344,2344,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2345,2345,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2346,2346,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2347,2347,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2348,2348,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2349,2349,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2350,2350,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2351,2351,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2352,2352,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2353,2353,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2354,2354,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2355,2355,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2356,2356,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2357,2357,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2358,2358,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2359,2359,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2360,2360,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2361,2361,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2362,2362,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2363,2363,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2364,2364,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
2365,2365,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
